Groupe d'aliment,Sous-groupe d'aliment,Nom du Produit en Français,kg CO2 eq/kg de produit
"fruits, légumes, légumineuses et oléagineux",légumineuses,"Haricot rouge, sec",0.00335
"fruits, légumes, légumineuses et oléagineux",légumes,"Haricot vert importé par avion, cru",0.0344
"fruits, légumes, légumineuses et oléagineux",légumes,"Haricot vert, appertisé, égoutté",0.0037
"fruits, légumes, légumineuses et oléagineux",légumes,"Haricot vert, cru",0.0015
"fruits, légumes, légumineuses et oléagineux",légumes,"Haricot vert, cuit",0.00246
"fruits, légumes, légumineuses et oléagineux",légumes,"Haricot vert, surgelé, cru",0.00199
"fruits, légumes, légumineuses et oléagineux",légumes,"Haricot vert, surgelé, cuit",0.00244
"fruits, légumes, légumineuses et oléagineux",légumes,"Haricots verts, purée",0.00234
"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Igname, épluchée, bouillie/cuite à l'eau",0.0042
"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Igname, épluchée, crue",0.00286
"fruits, légumes, légumineuses et oléagineux",légumes,"Julienne ou brunoise de légumes, surgelée, crue",0.00217
"fruits, légumes, légumineuses et oléagineux",fruits,"Kaki, pulpe, cru",0.0038
"fruits, légumes, légumineuses et oléagineux",fruits,"Kiwi, pulpe et graines, cru",0.00503
"fruits, légumes, légumineuses et oléagineux",fruits,"Kumquat, sans pépin, cru",0.00218
"fruits, légumes, légumineuses et oléagineux",légumes,"Laitue iceberg, crue",0.00309
"fruits, légumes, légumineuses et oléagineux",légumes,"Laitue romaine, crue",0.00287
"fruits, légumes, légumineuses et oléagineux",légumes,"Laitue, crue",0.00287
"fruits, légumes, légumineuses et oléagineux",légumes,"Légumes (3-4 sortes en mélange), purée",0.0026
"fruits, légumes, légumineuses et oléagineux",légumes,"Légumes pour couscous, cuits",0.0027
"fruits, légumes, légumineuses et oléagineux",légumes,"Légumes pour couscous, surgelés, crus",0.00246
"fruits, légumes, légumineuses et oléagineux",légumes,"Légumes pour potages, surgelés, crus",0.00335
"fruits, légumes, légumineuses et oléagineux",légumes,"Légumes pour ratatouille, surgelés",0.00249
"fruits, légumes, légumineuses et oléagineux",légumes,"Légumes, mélange surgelé, crus",0.00335
"fruits, légumes, légumineuses et oléagineux",légumineuses,"Lentille blonde, cuite",0.00155
"fruits, légumes, légumineuses et oléagineux",légumineuses,"Lentille blonde, sèche",0.00353
"fruits, légumes, légumineuses et oléagineux",légumineuses,"Lentille corail, cuite",0.00155
"fruits, légumes, légumineuses et oléagineux",légumineuses,"Lentille corail, sèche",0.00353
"fruits, légumes, légumineuses et oléagineux",légumineuses,"Lentille verte, cuite",0.00155
"fruits, légumes, légumineuses et oléagineux",légumineuses,"Lentille verte, sèche",0.00353
"fruits, légumes, légumineuses et oléagineux",légumineuses,"Lentille, cuisinée, appertisée, égouttée",0.00437
"fruits, légumes, légumineuses et oléagineux",légumineuses,"Lentille, cuite",0.00155
"fruits, légumes, légumineuses et oléagineux",légumineuses,"Lentille, germée",0.00353
"fruits, légumes, légumineuses et oléagineux",légumineuses,"Lentille, sèche",0.00353
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,"Lin, brun, graine",0.0121
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,"Lin, graine",0.0121
"fruits, légumes, légumineuses et oléagineux",fruits,"Litchi, pulpe, cru",0.0019
"fruits, légumes, légumineuses et oléagineux",légumineuses,"Lupin, graine crue",0.00733
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,"Luzerne, graine",0.0149
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,"Luzerne, graine germée",0.0149
"fruits, légumes, légumineuses et oléagineux",légumes,"Macédoine de légumes, appertisée, égouttée",0.00316
"fruits, légumes, légumineuses et oléagineux",légumes,"Macédoine de légumes, surgelée",0.00239
"fruits, légumes, légumineuses et oléagineux",fruits,"Macédoine ou cocktail ou salade de fruits, au sirop léger, appertisé, égoutté",4
"fruits, légumes, légumineuses et oléagineux",fruits,"Macédoine ou cocktail ou salade de fruits, au sirop léger, appertisé, non égoutté",0.00242
"fruits, légumes, légumineuses et oléagineux",fruits,"Macédoine ou cocktail ou salade de fruits, au sirop, appertisé, égoutté",0.00425
"fruits, légumes, légumineuses et oléagineux",fruits,"Macédoine ou cocktail ou salade de fruits, au sirop, appertisé, non égoutté",0.00242
"fruits, légumes, légumineuses et oléagineux",légumes,"Mâche, crue",0.00287
"fruits, légumes, légumineuses et oléagineux",légumes,"Maïs doux, appertisé, égoutté",0.00464
"fruits, légumes, légumineuses et oléagineux",légumes,"Maïs doux, en épis, cuit",0.00371
"fruits, légumes, légumineuses et oléagineux",légumes,"Maïs doux, en épis, surgelé, cru",0.00279
"fruits, légumes, légumineuses et oléagineux",légumes,"Maïs doux, surgelé, cru",0.00279
"fruits, légumes, légumineuses et oléagineux",fruits,"Mandarine, pulpe, crue",0.00221
"fruits, légumes, légumineuses et oléagineux",fruits,"Mangue importée par avion, pulpe, crue",0.0569
"fruits, légumes, légumineuses et oléagineux",fruits,"Mangue importée par bateau, pulpe, crue",4
"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Manioc, racine crue",0.00391
"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Manioc, racine cuite",0.00576
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,Mélange apéritif de graines (non salées) et fruits séchés,0.00911
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,Mélange apéritif de graines (non salées) et raisins secs,0.00911
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,Mélange apéritif de graines salées et raisins secs,0.00911
"fruits, légumes, légumineuses et oléagineux",fruits,"Melon cantaloup (par ex.: Charentais, de Cavaillon) pulpe, cru",0.00356
"fruits, légumes, légumineuses et oléagineux",fruits,"Melon miel ou melon honeydew, pulpe, cru",0.00356
"fruits, légumes, légumineuses et oléagineux",légumes,"Mesclun ou salade, mélange de jeunes pousses",0.00315
"fruits, légumes, légumineuses et oléagineux",fruits,"Mûre (de ronce), crue",0.00653
"fruits, légumes, légumineuses et oléagineux",fruits,"Mûre (de ronce), surgelée, crue",0.00765
"fruits, légumes, légumineuses et oléagineux",fruits,"Mûre noire (du mûrier), crue",0.00799
"fruits, légumes, légumineuses et oléagineux",fruits,"Myrtille, crue",0.00415
"fruits, légumes, légumineuses et oléagineux",fruits,"Myrtille, surgelée, crue",0.00527
"fruits, légumes, légumineuses et oléagineux",légumes,"Navet, cuit",0.00222
"fruits, légumes, légumineuses et oléagineux",légumes,"Navet, pelé, cru",0.00128
"fruits, légumes, légumineuses et oléagineux",légumes,"Navet, surgelé, cru",0.00218
"fruits, légumes, légumineuses et oléagineux",fruits,"Nectarine ou brugnon, pulpe et peau, crue",0.0024
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,Noisette,0.0305
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,Noisette grillée,0.0313
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,"Noisette grillée, salée",0.0313
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,"Noix de cajou, grillée, salée",0.0161
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,"Noix de coco, amande immature, fraîche",0.0118
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,"Noix de coco, amande mûre, fraîche",0.0118
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,"Noix de coco, amande, sèche",0.0118
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,Noix de macadamia,0.0158
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,"Noix de macadamia, grillée, salée",0.0158
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,Noix de pécan,0.0158
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,"Noix de pécan, salées",0.0158
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,Noix du Brésil,0.0189
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,"Noix, fraîche",0.0168
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,"Noix, séchée, cerneaux",0.0168
"fruits, légumes, légumineuses et oléagineux",légumes,"Oignon, cru",0.00148
"fruits, légumes, légumineuses et oléagineux",légumes,"Oignon, cuit",0.00245
"fruits, légumes, légumineuses et oléagineux",légumes,"Oignon, séché",0.0128
"fruits, légumes, légumineuses et oléagineux",légumes,"Oignon, surgelé, cru",0.00288
"fruits, légumes, légumineuses et oléagineux",fruits,"Orange, pulpe, crue",0.00279
"fruits, légumes, légumineuses et oléagineux",légumes,"Oseille, crue",0.00207
"fruits, légumes, légumineuses et oléagineux",fruits,"Pamplemousse chinois, pulpe, cru",0.00333
"fruits, légumes, légumineuses et oléagineux",légumes,"Panais, cru",0.0015
"fruits, légumes, légumineuses et oléagineux",légumes,"Panais, cuit",0.00253
"fruits, légumes, légumineuses et oléagineux",fruits,"Papaye, pulpe, crue",0.0051
"fruits, légumes, légumineuses et oléagineux",fruits,"Pastèque, pulpe, crue",0.00275
"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Patate douce, crue",0.000932
"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Patate douce, cuite",0.00211
"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Patate douce, purée, cuisinée à la crème",0.00227
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,"Pâte d'amande, préemballée",0.0118
"fruits, légumes, légumineuses et oléagineux",fruits,"Pêche au sirop léger, appertisée, égouttée",0.00441
"fruits, légumes, légumineuses et oléagineux",fruits,"Pêche au sirop léger, appertisée, non égouttée",0.00247
"fruits, légumes, légumineuses et oléagineux",fruits,"Pêche, pulpe et peau, crue",0.00237
"fruits, légumes, légumineuses et oléagineux",fruits,"Pêche, sèche",0.0329
"fruits, légumes, légumineuses et oléagineux",légumes,"Petits pois et carottes, appertisés, égouttés",0.00356
"fruits, légumes, légumineuses et oléagineux",légumes,"Petits pois et carottes, surgelés, crus",0.0027
"fruits, légumes, légumineuses et oléagineux",légumes,"Petits pois et carottes, surgelés, cuits",0.00323
"fruits, légumes, légumineuses et oléagineux",légumes,"Petits pois, appertisés, égouttés",0.00519
"fruits, légumes, légumineuses et oléagineux",légumes,"Petits pois, crus",0.00231
"fruits, légumes, légumineuses et oléagineux",légumes,"Petits pois, cuits",0.00333
"fruits, légumes, légumineuses et oléagineux",légumes,"Petits pois, purée",0.00319
